JD	lat	lon	Press	ws2.5	ws10	wd2.5	wd10	T2.5	T10	q2.5	q10	rhi2.5	rhi10	T_sfc	T_s_epp	T_s_brns	Tice	LWd	Lwu	SWd	Swu	RR_org	RR_ncr	twr_orien	ww	u*	hs	hl	usb_2.5	usb_10	hsb_2.5	hsb_10	hlb_2.5	hlb_10	zob2.5	zob10	zotb2.5	zotb10	zoqb2.5	zogb10
571.5833	78.51322	-165.51838	1021.4	1.25	1.31	108	103	-1.25	-1.23	3.4	3.398	100.3	100.2	-0.89	-0.89	-0.36	0.31	277.6	311.2	131.7	76.5	0	0	68.4	0.002	0.04	2.8	999	0.0605	0.0575	1.3	0.8	1.2	1.1	0.00045	0.00045	0.00035	0.000361	0.000405	0.000419
571.625	78.51458	-165.51664	1021.4	0.63	0.72	85	85	-1.29	-1.24	3.39	3.397	100.3	100.1	-1.23	-1.23	-0.71	0.34	258.2	309.5	205.1	124.2	0	0	68	0.0035	-0.03	1.5	999	0.0298	0.0229	0.1	-0.1	0.2	0.1	0.00045	0.00045	0.000519	0.000576	0.000635	0.000715
571.6667	78.5156	-165.51507	1021.3	0.64	0.69	20	24	-1.38	-1.3	3.37	3.377	100.4	100	-0.75	-0.75	0.07	0.46	284.3	311.9	207.5	113	0	0	67.6	0.002	0.015	4.6	999	0.0358	0.035	1.7	1.2	1.4	1.2	0.00045	0.00045	0.000472	0.000479	0.00057	0.00058
571.7083	78.51667	-165.51368	1021	1.29	1.38	142	139	-1.18	-1.07	3.415	3.437	100.2	99.8	-0.52	-0.52	0.23	0.53	287.6	313	256.7	137	0	0	67.3	0.002	0.05	4.8	2.8	0.0643	0.0622	2.7	1.7	2.3	1.9	0.00045	0.00045	0.000339	0.000346	0.000391	0.000399
571.75	78.51753	-165.51188	1020.9	0.69	0.52	118	116	-0.98	-0.72	3.475	3.524	100	99.5	-0.54	-0.54	0.22	0.66	277.6	312.8	328.9	171.8	0	0	67.8	0.002	-0.05	0.4	1.2	0.0367	0.0242	1.1	0.1	1	0.4	0.00045	0.00045	0.000465	0.00059	0.00056	0.000735
571.7917	78.51823	-165.51092	1020.9	1.15	1.15	167	164	-0.92	-0.7	3.485	3.534	100	99.5	-0.51	-0.51	0.23	0.76	275	312.9	410.8	213.3	0	0	67.6	0.007	0	4.8	2.2	0.0565	0.0487	1.4	0.2	1.4	0.7	0.00045	0.00045	0.000365	0.000396	0.000424	0.000466
571.8333	78.51907	-165.51012	1021.1	0.55	0.49	136	137	-0.6	-0.38	3.575	3.615	99.9	99.2	-0.61	-0.61	0.06	0.7	257.2	312.3	494.7	256.1	0	0	67.5	0.004	-0.02	8.2	0.5	0.0253	0.0075	-0.1	0	0.1	0	0.00045	0.00045	0.00056	0.000999	0.000692	0.00134
571.875	78.52009	-165.50869	1021.2	0.88	0.87	152	150	-0.29	-0.2	3.655	3.668	99.6	99.2	-0.53	-0.53	0.01	1.04	251.9	312.6	514	270.5	0	0	67.8	0.001	0.02	3.6	0.6	0.0339	0.0169	-0.5	-0.2	-0.1	0	0.00045	0.00045	0.000474	0.000674	0.000572	0.000856
571.9167	78.52109	-165.50872	1021.2	1.58	1.66	166	165	0.02	0.03	3.73	3.738	99.1	99.1	-0.41	-0.41	-0.09	1.3	249.6	313.1	534.4	287.1	0	0	67.9	0.002	0.05	0	999	0.0654	0.0472	-1.5	-0.9	-0.6	-0.3	0.00045	0.00045	0.000335	0.000398	0.000386	0.000469
571.9583	78.52232	-165.50781	1021.2	2.41	2.75	172	171	0.3	0.33	3.81	3.825	98.8	99	-0.31	-0.31	0.03	1.36	251.3	313.6	524.4	290.8	0	0	68.1	0.002	0.09	-0.9	0.4	0.104	0.0928	-3.5	-2.9	-1.6	-1.3	0.00045	0.00045	0.000226	0.000253	0.000263	0.000292
572	78.52392	-165.5054	1020.8	2.84	3.34	178	178	0.4	0.35	3.84	3.832	98.7	99	-0.29	-0.29	-0.2	1.08	251.2	313.7	508.2	290.8	0	0	67.9	0	0.13	-1.8	0.2	0.1235	0.1193	-4.6	-3.8	-2.3	-1.7	0.00045	0.00045	0.000189	0.000196	0.000222	0.00023
572.0417	78.52558	-165.50188	1020.6	2.47	2.94	182	182	0.46	0.37	3.855	3.836	98.7	99	-0.26	-0.26	-0.74	1.16	252.4	313.8	470.9	278.8	0	0	67.7	0.001	0.12	-0.5	0.3	0.1056	0.1017	-4.1	-3.1	-2	-1.4	0.00045	0.00045	0.000223	0.000231	0.00026	0.000269
572.0833	78.52736	-165.49746	1020.4	2.11	2.54	190	189	0.46	0.43	3.855	3.86	98.6	98.9	-0.31	-0.31	-0.18	0.97	251.4	313.6	411.9	256.9	0	0	67.9	0.003	0.13	0.7	0.4	0.0873	0.0805	-3.5	-2.7	-1.8	-1.3	0.00045	0.00045	0.000269	0.00029	0.000309	0.000332
572.125	78.5289	-165.49242	1020.1	2.89	3.43	182	181	0.09	0.11	3.755	3.771	99	99.2	0.04	0.04	-0.43	0.88	261.7	315.3	374.3	221.1	0	0	67.7	0.003	0.15	0.8	0.4	0.131	0.1343	-0.5	-1.1	0.8	0.5	0.00045	0.00045	0.000177	0.000172	0.000209	0.000203
572.1667	78.53065	-165.48486	1020	2.73	3.01	174	171	-0.51	-0.42	3.595	3.626	99.5	99.7	-0.37	-0.37	-0.22	0.66	280.6	313.6	277.2	170	0	0	67.7	0.002	0.11	3.7	1.8	0.125	0.1198	0.8	-0.3	1.4	0.7	0.00045	0.00045	0.000186	0.000194	0.000218	0.000228
572.2083	78.53229	-165.47569	1019.6	3.82	4.42	182	181	-0.57	-0.55	3.58	3.593	99.6	99.8	-0.43	-0.43	-0.2	0.51	278.6	313.3	224.7	140.5	0	0	67.8	0.009	0.22	4.7	2.9	0.1744	0.1769	1	0.2	1.8	1.3	0.00045	0.00045	0.000126	0.000124	0.000151	0.000149
572.25	78.53344	-165.466	1019.6	3.41	4.03	185	184	-0.2	-0.16	3.68	3.7	99.3	99.4	-0.44	-0.44	-0.36	0.41	268.9	313.2	187	119.8	0	0	68.4	0.002	0.19	-1.2	999	0.1533	0.1553	-2.2	-2.6	-0.5	-0.8	0.00045	0.00045	0.000148	0.000145	0.000176	0.000173
572.2917	78.53468	-165.45692	1019.3	3.82	4.61	189	189	0.27	0.33	3.81	3.834	98.9	98.9	-0.48	-0.48	-0.66	0.27	254.2	312.8	163	108.5	0	0	68.8	0.003	0.21	-9.8	999	0.1694	0.1715	-6.7	-6.7	-3.6	-3.6	0.00045	0.00045	0.000132	0.00013	0.000158	0.000155
572.3333	78.5359	-165.44567	1019	3.72	4.74	190	191	0.49	0.66	3.87	3.928	98.6	98.6	-0.39	-0.39	-0.62	0.2	255	313.3	125.1	103.4	0	0	68.7	0.001	0.21	-13.1	-0.2	0.1637	0.1739	-7.6	-8.5	-4.2	-4.8	0.00045	0.00045	0.000137	0.000128	0.000164	0.000153
572.375	78.53724	-165.43552	1019.1	3.1	4.01	190	192	0.3	0.49	3.82	3.882	98.8	98.8	-0.66	-0.66	-0.78	0.19	258.4	312	98.2	84.6	0	0	69	0.005	0.17	-13.4	1.3	0.1338	0.1401	-6.7	-7.3	-4	-4.3	0.00045	0.00045	0.000173	0.000164	0.000204	0.000195
572.4167	78.53875	-165.4244	1018.6	3.15	4.14	193	194	0.17	0.35	3.78	3.844	98.9	99	-0.71	-0.71	-0.75	0.18	262.1	311.9	87	59.6	0	0	69.5	0.007	0.17	-12.5	-0.9	0.1369	0.1474	-6.3	-7.2	-3.7	-4.3	0.00045	0.00045	0.000168	0.000155	0.000199	0.000184
572.4583	78.54034	-165.41398	1018.2	3.46	4.22	198	197	0.43	0.51	3.86	3.891	98.7	98.8	-0.65	-0.65	-0.69	0.17	259.9	312.1	89.3	58.1	0	0	69.4	0.005	0.2	-16	0.5	0.1502	0.1496	-8.4	-7.9	-5.2	-4.7	0.00045	0.00045	0.000152	0.000152	0.00018	0.000181
572.5	78.5421	-165.40246	1018	3.8	4.46	207	207	0.48	0.5	3.87	3.891	98.6	98.8	-0.67	-0.67	-0.88	0.18	257.4	312	102.9	65.5	0	0	69.3	0.003	9999	9999	-1.4	0.1659	0.16	-9.8	-8.6	-6	-5.2	0.00045	0.00045	0.000135	0.000141	0.000162	0.000168
572.5417	78.54426	-165.39162	1017.6	3.1	3.69	204	204	0.6	0.61	3.905	3.921	98.5	98.7	-0.64	-0.64	-0.93	0.2	257.9	312.2	139.2	90	0	0	69.5	0.002	0.15	-7.6	-0.9	0.1321	0.1241	-8.4	-6.8	-5.2	-4.1	0.00045	0.00045	0.000176	0.000188	0.000207	0.000221
572.5833	78.54642	-165.3803	1017.3	3.41	4.12	200	198	0.73	0.75	3.95	3.961	98.4	98.6	-0.32	-0.32	-0.23	0.27	271.3	313.7	108.2	67.1	0	0	69.4	0.002	0.175	-10.8	0.3	0.1481	0.1465	-8.1	-7.2	-4.9	-4.2	0.00045	0.00045	0.000155	0.000156	0.000184	0.000186
572.625	78.54884	-165.3677	1016.8	3.82	4.84	188	186	0.58	0.62	3.905	3.922	98.6	98.7	-0.29	-0.29	-0.11	0.35	269.9	313.8	147.2	90	0	0	69.2	0.002	0.21	-9.8	-0.3	0.1687	0.18	-7.6	-7.8	-4.4	-4.3	0.00045	0.00045	0.000132	0.000122	0.000159	0.000147
572.6667	78.55139	-165.35417	1016.6	4.09	5.04	190	190	0.75	0.8	3.955	3.98	98.4	98.5	-0.09	-0.09	0.23	0.54	276.2	314.8	257.5	149.4	0	0	69.6	0.002	0.22	-10.8	-0.7	0.1811	0.1889	-7.9	-8	-4.4	-4.5	0.00045	0.00045	0.000122	0.000116	0.000146	0.000139
572.7083	78.55418	-165.33939	1015.9	4.66	5.64	191	190	0.67	0.72	3.935	3.96	98.5	98.6	-0.15	-0.15	0.23	0.66	295.5	314.8	214.9	125.3	0	0.3	70	0.001	0.25	-11	-0.6	0.2078	0.2144	-8.7	-8.9	-5	-5.1	0.00045	0.00045	0.000102	0.000098	0.000124	0.00012
572.75	78.55707	-165.32012	1015.5	4.86	6.01	193	192	0.56	0.61	3.905	3.929	98.6	98.7	0.09	0.09	0.11	0.78	298.6	315.9	266.1	151.9	0	0	70.2	0.001	0.28	-13.1	-0.7	0.2189	0.2339	-5.4	-6.2	-2.5	-3	0.00045	0.00045	0.000096	0.000088	0.000117	0.000107
572.7917	78.55988	-165.29967	1015.1	5.39	6.42	194	192	0.96	1.02	4.02	4.049	98.2	98.3	0.11	0.11	0.31	0.95	294.2	315.9	324.3	181.1	0	0	70.2	0.002	0.295	-19	-0.6	0.2413	0.2467	-10.3	-10.6	-6	-6.1	0.00045	0.00045	0.000084	0.000082	0.000104	0.000101
572.8333	78.56265	-165.27739	1014.9	5.88	6.71	194	194	0.94	0.98	4.015	4.04	98.2	98.4	0.02	0.02	0.39	0.91	311	315.7	245.9	141	0	0.3	70.6	0.003	0.32	-19.6	-1	0.2636	0.2583	-12.1	-11.6	-7.1	-6.8	0.00045	0.00045	0.000075	0.000077	0.000092	0.000095
572.875	78.5654	-165.25275	1014.3	6.23	7.11	195	195	0.9	0.93	4.01	4.021	98.2	98.4	0.06	0.06	0.49	0.71	314.6	315.9	171.6	100.5	0	0	71.2	0.003	0.33	-21	-1.3	0.2802	0.2757	-11.7	-11.3	-7	-6.4	0.00045	0.00045	0.000069	0.00007	0.000085	0.000087
572.9167	78.56784	-165.2272	1014.4	6.44	7.31	207	207	0.83	0.85	3.985	4	98.3	98.5	0.02	0.02	0.58	0.68	320.3	315.8	156.8	92	0	0.3	71.4	0.004	9999	9999	-1.1	0.2899	0.2843	-11.6	-11.2	-6.7	-6.3	0.00045	0.00045	0.000066	0.000067	0.000081	0.000084
572.9583	78.57036	-165.2018	1013.9	5.79	6.6	197	196	0.81	0.83	3.98	4	98.3	98.5	0.09	0.09	0.52	0.53	322.4	316.1	112.2	67.2	0	0	71.7	0.004	0.33	-15.4	999	0.2602	0.2559	-9.4	-9.1	-5.3	-5.2	0.00045	0.00045	0.000076	0.000078	0.000094	0.000096
573	78.57267	-165.17706	1013.4	6.22	7.28	196	194	0.88	0.89	4.005	4.02	98.3	98.4	0.16	0.16	0.57	0.29	326.2	316.5	65.2	39.7	0.9	1.1	72	0.007	0.29	-15.1	999	0.2802	0.2837	-10	-10	-5.9	-5.7	0.00045	0.00045	0.000069	0.000068	0.000085	0.000084
573.0417	78.5749	-165.15411	1012.7	6.32	7.22	193	192	0.83	0.86	3.99	4.01	98.3	98.5	0.17	0.17	0.67	0.27	326	316.5	71.9	42.9	1.5	1.7	72.1	0	0.33	-14.9	999	0.2849	0.2816	-9.3	-9.4	-5.3	-5.3	0.00045	0.00045	0.000067	0.000068	0.000083	0.000085
573.0833	78.57736	-165.13189	1011.8	7.2	8.5	187	185	0.82	0.85	3.99	4.011	98.3	98.5	0.21	0.21	0.6	0.27	327.7	316.7	71.8	42.2	1.4	2.5	72	0.004	0.38	-18.2	999	0.3251	0.3344	-9.7	-10.4	-5.6	-5.8	0.00045	0.00045	0.000056	0.000054	0.00007	0.000067
573.125	78.57964	-165.11093	1011.3	6.68	7.3	198	199	0.83	0.84	3.995	4.01	98.3	98.5	0.22	0.22	0.69	0.26	325.3	316.7	65.6	37.1	1.2	2	72.1	0.012	0.36	-18.4	999	0.3015	0.2856	-9.1	-8.7	-5.3	-4.9	0.00045	0.00045	0.000062	0.000067	0.000077	0.000083
573.1667	78.58149	-165.09079	1011.1	4.27	4.11	218	219	0.6	0.57	3.935	3.93	98.5	98.7	0.12	0.12	0.9	0.24	323.6	316.2	40.7	23.5	1	0.8	72.1	0.006	9999	9999	999	0.1914	0.1556	-4.8	-3.7	-2.8	-1.9	0.00045	0.00045	0.000114	0.000146	0.000137	0.000174
573.2083	78.58292	-165.06974	1010.4	4.51	5.08	208	208	0.57	0.5	3.925	3.918	98.5	98.8	0.1	0.1	0.65	0.43	324.4	316.2	73.6	41.7	0	0	72.5	0.002	9999	9999	999	0.2026	0.1967	-5	-4.3	-2.8	-2.2	0.00045	0.00045	0.000106	0.00011	0.000128	0.000133
573.25	78.58406	-165.04798	1009.9	4.56	5.18	206	206	0.51	0.44	3.91	3.899	98.6	98.9	0.06	0.06	0.65	0.45	326	316	66.8	38	0	0	72.6	0.005	9999	6	999	0.2051	0.2011	-4.8	-4.2	-2.7	-2.1	0.00045	0.00045	0.000104	0.000107	0.000126	0.000129
573.2917	78.58434	-165.0268	1009.4	4.14	4.49	212	213	0.47	0.41	3.905	3.898	98.6	98.9	0.08	0.08	0.74	0.29	325.1	316.1	46.4	26.5	0	0	72.6	0.003	9999	9999	0.1	0.1862	0.1733	-3.9	-3.3	-2.2	-1.7	0.00045	0.00045	0.000117	0.000128	0.000142	0.000154
573.3333	78.58431	-165.00611	1009.4	4.09	4.07	228	231	0.39	0.34	3.88	3.878	98.7	99	0.13	0.13	0.78	0.3	319.5	316.3	55.1	30.9	0	0	72.8	0.003	9999	9999	-0.1	0.1845	0.1576	-2.7	-2.2	-1.3	-1	0.00045	0.00045	0.000119	0.000143	0.000143	0.000171
573.375	78.58387	-164.98774	1009.3	3.84	3.78	228	230	0.28	0.25	3.85	3.849	98.8	99.1	0.08	0.08	0.76	0.21	319	316	32.2	18.5	0	0	73.1	0.002	9999	9999	-0.1	0.1734	0.1465	-2	-1.7	-0.9	-0.6	0.00045	0.00045	0.000128	0.000156	0.000154	0.000185
573.4167	78.58298	-164.97143	1009.2	3.72	3.67	230	232	0.2	0.17	3.83	3.829	98.9	99.1	0.06	0.06	0.77	0.19	318.5	315.9	28.4	16.3	0	0	74.1	0.013	9999	9999	-0.3	0.1681	0.1431	-1.5	-1.3	-0.6	-0.4	0.00045	0.00045	0.000133	0.00016	0.000159	0.00019
573.4583	78.58165	-164.95665	1009	3.05	3.45	242	242	0.18	0.14	3.82	3.819	98.9	99.2	0.04	0.04	0.67	0.2	318.2	315.9	33.5	18.9	0	0	73.3	0.004	9999	0	0	0.1377	0.1344	-1.2	-1.2	-0.4	-0.3	0.00045	0.00045	0.000167	0.000172	0.000198	0.000203
573.5	78.58016	-164.94351	1008.9	2.57	3.05	244	244	0.15	0.11	3.816	3.809	98.9	99.2	0.02	0.02	0.66	0.27	319.1	315.8	46.1	25.3	0	0	72.9	0.001	9999	9999	-0.1	0.1157	0.1179	-1	-1	-0.3	-0.2	0.00045	0.00045	0.000203	0.000198	0.000237	0.000232
573.5417	78.57859	-164.93467	1008.6	2.35	3.03	256	256	0.14	0.09	3.816	3.81	98.9	99.2	0.05	0.05	0.71	0.33	318.2	315.9	64.8	35.1	0	0	72.7	0.002	9999	-3.6	0	0.106	0.1184	-0.7	-0.8	-0.2	-0.1	0.00045	0.00045	0.000222	0.000197	0.000258	0.000231
573.5833	78.57695	-164.92718	1008.5	2.79	3.35	264	263	0.14	0.09	3.816	3.81	98.9	99.2	-0.07	-0.07	0.68	0.41	318.3	315.3	86.2	46.3	0	0	72.5	0.001	9999	9999	0.3	0.125	0.1289	-1.6	-1.5	-0.8	-0.6	0.00045	0.00045	0.000186	0.00018	0.000219	0.000212
573.625	78.57544	-164.92338	1008.7	2.89	3.27	266	266	0.15	0.1	3.816	3.81	98.9	99.2	-0.09	-0.09	0.62	0.47	316.9	315.2	96.7	52.2	0	0	72.2	0.001	9999	-2.2	0	0.1296	0.1248	-1.8	-1.6	-0.9	-0.7	0.00045	0.00045	0.000179	0.000186	0.000211	0.000219
573.6667	78.57399	-164.92088	1008.9	2.79	3.58	275	278	0.03	-0.04	3.781	3.77	99	99.3	0	0	0.73	0.61	312.6	315.6	125.3	67.3	0	0	72	0.001	0.19	-1	0.6	0.1267	0.1425	-0.4	-0.4	0.1	0.3	0.00045	0.00045	0.000183	0.000161	0.000216	0.000191
573.7083	78.57288	-164.91724	1009.1	3.39	4.2	287	291	-0.43	-0.55	3.656	3.629	99.5	99.8	-0.14	-0.14	0.6	0.8	308.4	314.9	146.1	80	0	0	72	0.002	0.19	3.7	2.3	0.1557	0.1713	2.1	2.5	1.9	2.4	0.00045	0.00045	0.000145	0.000129	0.000172	0.000155
573.75	78.5718	-164.91249	1009.2	3.14	3.8	285	290	-0.74	-0.86	3.576	3.548	99.8	100.1	-0.22	-0.22	0.45	0.85	303.5	314.5	166.4	92.1	0	0	71.8	0.001	0.165	5.4	1.1	0.1455	0.1571	3.8	4.2	2.9	3.4	0.00045	0.00045	0.000156	0.000143	0.000185	0.00017
573.7917	78.57034	-164.90652	1009.4	2.89	3.49	279	284	-0.68	-0.81	3.586	3.559	99.7	100.1	-0.28	-0.28	0.52	1.02	299.5	314.2	206.8	113.7	0	0	71.7	0.002	0.15	3.5	0.8	0.1338	0.1442	2.7	3.1	2.2	2.6	0.00045	0.00045	0.000172	0.000158	0.000203	0.000187
573.8333	78.5689	-164.90004	1009.8	3.06	3.86	270	274	-0.47	-0.59	3.641	3.62	99.5	99.9	-0.32	-0.32	0.38	1.19	298.4	314	240.6	132.2	0	0	71.6	0.001	0.165	3.4	0.9	0.1398	0.1563	0.9	1.3	0.9	1.3	0.00045	0.00045	0.000164	0.000144	0.000194	0.000171
573.875	78.56749	-164.89231	1010.1	3.21	4.15	269	272	-0.27	-0.38	3.696	3.671	99.3	99.7	-0.29	-0.29	0.51	1.04	291.9	314.1	223.6	123.4	0	0	71.9	0.002	0.18	1.6	1.5	0.1457	0.1658	-0.4	-0.1	0.1	0.6	0.00045	0.00045	0.000156	0.000134	0.000186	0.000161
573.9167	78.56625	-164.88389	1010.9	3.19	3.83	264	263	0.14	-0.06	3.802	3.753	98.9	99.4	-0.48	-0.48	0.48	1.14	247.3	312.8	425.8	215.6	0	0	71.9	0.001	9999	9999	1.1	0.1406	0.1443	-4.7	-3.3	-2.9	-1.8	0.00045	0.00045	0.000163	0.000158	0.000194	0.000188
573.9583	78.56511	-164.87286	1011.1	3.24	3.7	258	258	0.57	0.23	3.929	3.836	98.6	99.1	-0.36	-0.36	0.55	1.38	240.5	313.2	525.3	268.3	0	0	72	0.004	9999	9999	0.7	0.1405	0.1357	-6.8	-4	-4.5	-2.3	0.00045	0.00045	0.000164	0.00017	0.000194	0.000201
574	78.5638	-164.86092	1011.4	2.92	3.32	252	252	0.66	0.31	3.941	3.854	98.2	99	-0.38	-0.38	0.51	1.38	242	313.2	506.2	265	0	0	72.2	0.001	9999	9999	0.4	0.1246	0.117	-6.7	-3.9	-4.3	-2.3	0.00045	0.00045	0.000187	0.0002	0.00022	0.000234
574.0417	78.56277	-164.84754	1011.6	3.27	3.71	252	252	0.68	0.41	3.917	3.884	97.4	98.9	-0.34	-0.34	0.4	1.39	243.2	313.4	475.8	255.1	0	0	72.2	0.005	9999	9999	0.6	0.1414	0.1333	-7.5	-4.8	-4.2	-2.9	0.00045	0.00045	0.000163	0.000174	0.000193	0.000205
574.0833	78.56185	-164.83102	1011.9	3.79	4.3	253	253	0.55	0.38	3.875	3.873	97.6	98.9	-0.27	-0.27	0.46	0.96	249.9	313.8	424.9	235.6	0	0	72.3	0.001	9999	9999	0.5	0.1675	0.1608	-7.2	-5.2	-3.6	-3	0.00045	0.00045	0.000134	0.00014	0.00016	0.000167
574.125	78.56141	-164.81367	1012	3.48	3.97	237	237	0.46	0.3	3.859	3.858	97.9	99	-0.31	-0.31	0.33	0.76	254.2	313.6	364.2	212	0	0	72.5	0.002	9999	-0.7	0.4	0.1531	0.147	-6.2	-4.6	-3.2	-2.7	0.00045	0.00045	0.000148	0.000155	0.000177	0.000184
574.1667	78.56115	-164.79581	1012.1	5.28	5.99	223	223	0.54	0.51	3.878	3.908	97.8	98.8	-0.16	-0.16	0.46	1.52	274.5	314.5	241.4	145.6	0	0	72.7	0.007	9999	-4.1	0.3	0.2369	0.2313	-8.4	-7.6	-4.1	-4.2	0.00045	0.00045	0.000086	0.000089	0.000106	0.000109
574.2083	78.56145	-164.77398	1012.1	5.69	6.46	222	222	0.68	0.66	3.908	3.95	97.4	98.7	0.12	0.12	0.75	1.21	324.6	316.3	108.8	63.3	0	0	72.9	0.008	9999	9999	0.3	0.2565	0.252	-7.3	-6.9	-2.7	-3.5	0.00045	0.00045	0.000078	0.000079	0.000096	0.000098
574.25	78.5618	-164.74994	1011.8	6.35	7.21	217	217	0.82	0.87	3.943	4.02	97.1	98.5	0.17	0.17	0.52	0.97	326.1	316.5	87.5	50.9	0	0	72.7	0.003	9999	9999	0.2	0.2862	0.2811	-9.3	-9.5	-3.7	-5.6	0.00045	0.00045	0.000067	0.000069	0.000083	0.000085
574.2917	78.56241	-164.72138	1011.6	6.93	7.87	215	215	1.05	1.13	3.95	4.082	95.5	97.8	0.2	0.2	0.51	0.79	307.7	316.5	79	46.4	0	0.3	72.8	0	9999	9999	1.1	0.3123	0.3062	-12.9	-13.2	-4	-7.8	0.00045	0.00045	0.000059	0.000061	0.000074	0.000076
574.3333	78.563	-164.6888	1011.6	7.01	7.96	214	214	1.28	1.39	3.93	4.089	93.2	96	0.16	0.16	0.59	0.44	277.7	316	58.3	40.7	0	0	72.7	0.003	9999	9999	0.8	0.3153	0.3079	-17.1	-17	-3.7	-8.3	0.00045	0.00045	0.000059	0.000061	0.000073	0.000075
574.375	78.56401	-164.65442	1011.3	7.75	8.8	213	213	1.51	1.61	3.905	4.044	90.7	93.3	0.24	0.24	0.34	0.51	303.1	316.6	47.1	27.2	0	0	72.8	0.002	9999	9999	1.2	0.3489	0.3417	-21.1	-20.6	-2.1	-6.7	0.00045	0.00045	0.000051	0.000052	0.000064	0.000066
574.4167	78.56541	-164.61748	1011.1	8.42	9.55	213	213	1.62	1.76	3.864	3.946	89	89.9	0.27	0.27	0.53	0.35	268.9	316.4	46.5	30.5	0	0.3	72.1	0.001	9999	9999	2.8	0.3792	0.372	-24	-24.1	0	-3.2	0.00045	0.00045	0.000045	0.000046	0.000057	0.000058
574.4583	78.56696	-164.57713	1010.7	9999	9999	9999	9999	1.65	1.82	3.823	3.842	87.9	87.2	0.27	0.27	0.62	0.43	291.5	316.6	49.5	31.9	0	0	71.4	0.006	9999	-46.5	4	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
574.5	78.56857	-164.53716	1010.4	8	9.08	211	211	1.55	1.67	3.797	3.779	88	86.6	0.31	0.31	0.67	0.56	304.3	316.9	50.7	28.1	0	0.3	71	0.002	9999	9999	0.6	0.3604	0.3537	-21.2	-21.2	3.3	3.5	0.00045	0.00045	0.000048	0.00005	0.000061	0.000063
574.5417	78.57007	-164.49769	1009.8	7.1	8.05	207	207	1.53	1.58	3.786	3.748	87.9	86.7	0.28	0.28	0.61	0.56	303.3	316.8	59.8	33.8	0	0	71.2	0.004	9999	9999	1.7	0.3189	0.3117	-19	-18.1	3	3.9	0.00045	0.00045	0.000058	0.00006	0.000072	0.000074
574.5833	78.57184	-164.46014	1009	7.35	8.34	203	203	1.57	1.61	3.776	3.73	87.2	85.9	0.23	0.23	0.66	0.58	320	316.8	50.2	29	0	0	71.5	0.0035	9999	9999	0.6	0.3301	0.3229	-21	-19.7	3	4.1	0.00045	0.00045	0.000055	0.000057	0.000069	0.000071
574.625	78.57397	-164.4249	1008.4	7.71	8.94	198	197	1.3	1.37	3.731	3.69	88.1	86.5	0.24	0.24	0.72	0.76	311.4	316.7	82.2	46.2	0	0	71.4	0.013	0.345	-29.9	0.8	0.3475	0.3494	-17.6	-17.7	5.1	6	0.00045	0.00045	0.000051	0.000051	0.000064	0.000063
574.6667	78.5763	-164.38985	1007.7	7.7	8.78	196	196	1.08	1.14	3.711	3.659	89.2	87.5	0.19	0.19	0.64	0.98	312.5	316.5	115.3	64.8	0	0	71.2	0.008	0.39	-27	2.2	0.3477	0.344	-14.8	-14.9	5.4	6.6	0.00045	0.00045	0.000051	0.000052	0.000064	0.000065
574.7083	78.5789	-164.35569	1006.8	8.16	9.07	196	196	1.12	1.19	3.715	3.661	88.9	87.1	0.19	0.19	0.65	1.3	307.7	316.4	170.1	93.6	0	0.3	70.8	0.003	0.4	-28.1	1.8	0.3685	0.3556	-16.2	-16.1	5.4	6.7	0.00045	0.00045	0.000047	0.000049	0.000059	0.000062
574.75	78.5821	-164.32241	1005.9	8.42	9.29	196	195	1.03	1.09	3.731	3.68	89.8	88.1	0.3	0.3	0.72	1.26	308.5	317	168	91.4	0	0	70.7	0.007	0.425	-26	2.5	0.3806	0.3657	-13.2	-13.4	6.3	7.3	0.00045	0.00045	0.000044	0.000047	0.000056	0.000059
574.7917	78.58592	-164.28489	1005	9.05	10.06	194	194	1.17	1.25	3.701	3.639	87.9	86	0.13	0.13	0.8	1.6	304.3	316.1	239.1	130.7	0	0	70.9	0.001	0.485	-33.4	5.2	0.4088	0.3951	-19.7	-19.6	5.8	7.6	0.00045	0.00045	0.00004	0.000042	0.000051	0.000053
574.8333	78.59034	-164.24349	1004	9.19	10.18	191	191	0.95	1.02	3.715	3.671	89.9	88.2	0.14	0.14	0.85	1.22	310.2	316.2	162.6	93	0	0	71.2	0.003	0.49	-26	2.6	0.4155	0.4013	-15.8	-16	5.4	6.5	0.00045	0.00045	0.000039	0.000041	0.000049	0.000052
574.875	78.59505	-164.20142	1003.1	9.27	10.27	194	194	0.8	0.85	3.8	3.751	92.9	91.4	0.05	0.05	0.88	1.16	314	315.9	169.7	97.4	0	0	70.9	0.01	0.505	-24.1	2	0.4192	0.4053	-14.8	-14.8	0.1	2.2	0.00045	0.00045	0.000038	0.00004	0.000049	0.000051
574.9167	78.59956	-164.15489	1002.2	9.22	10.26	196	196	0.72	0.75	3.805	3.76	93.6	92.2	0.09	0.09	0.84	1.18	314.7	316	169.2	97.6	0	0	71.2	0.02	0.505	-20.4	1.6	0.4174	0.4057	-12.5	-12.5	0.4	2.2	0.00045	0.00045	0.000038	0.00004	0.000049	0.000051
